Column2,Unnamed: 0,Column1,archivo_pdf,ruta_pdf,tipo,unidad,ministerio,nivel,viceministerio_reporta,funciones,clasificacion_justificacion,estado,error,unit_id,unidad_norm,matriz_label
131,15000.0,17900.0,137_ministerio_de_energia_y_minas_minem_rof.pdf,rofs_peru/pdfs/137_ministerio_de_energia_y_minas_minem_rof.pdf,centralizada,Dirección General de Hidrocarburos,Ministerio de Energía y Minas,Dirección General,Despacho Viceministerial de Hidrocarburos,"Artículo 79.- Dirección General de Hidrocarburos
La Dirección General de Hidrocarburos es el órgano de línea encargado de formular la política de desarrollo sostenible en materia de Hidrocarburos; proponer y/o expedir de normas, guías, lineamientos, procedimientos, planes, programas y proyectos necesarios del Subsector Hidrocarburos; realizar estudios, recopilar, analizar y publicar la información estadística del Subsector Hidrocarburos; así como promover las actividades de Exploración, Explotación, Transporte, Almacenamiento, Refinación, Procesamiento, Petroquímica, Distribución y Comercialización de Hidrocarburos; y ejercer el rol concedente a nombre del Estado para las actividades de Hidrocarburos, según le corresponda. Depende del Despacho Viceministerial de Hidrocarburos.

Artículo 80.- La Dirección General de Hidrocarburos tiene las funciones y atribuciones siguientes :
a. Proponer la política del Subsector Hidrocarburos en concordancia con las políticas de desarrollo sectorial y nacional;
b. Elaborar y evaluar el Plan Referencial de Hidrocarburos así como el Plan de Desarrollo de Hidrocarburos;
c. Participar en la elaboración del Plan de Desarrollo Energético en coordinación con las otras direcciones generales del Sector Energía;
d. Participar en la formulación del Balance Energético Nacional y las proyecciones sobre las perspectivas energéticas nacionales, en coordinación con las otras direcciones generales del Sector Energía;
e. Promover las inversiones en el Subsector Hidrocarburos;
f. Promover y difundir el uso racional de la energía, las energías renovables y la eficiencia energética, así como la transferencia de tecnología en el Sector, para el incremento de su competitividad y productividad;
g. Participar en la elaboración de límites y estándares de eficiencia en el consumo energético y en comités técnicos intersectoriales;
h. Formular y proponer las normas técnicas y legales relacionadas al Subsector Hidrocarburos, promoviendo su desarrollo sostenible y tecnificación;
i. Coordinar con los Gobiernos Regionales, Gobiernos Locales y otras entidades públicas y privadas los asuntos relacionados con el desarrollo sostenible de las actividades del Subsector Hidrocarburos;
j. Evaluar y emitir opinión sobre solicitudes de concesiones y autorizaciones para desarrollar actividades de transporte, almacenamiento, refinación, procesamiento, distribución y comercialización de hidrocarburos;
k. Efectuar el seguimiento al cumplimiento de los compromisos de las consideraciones establecidas en los contratos de concesión;
l. Evaluar las solicitudes de imposición de servidumbre en las actividades de los hidrocarburos;
m. Elaborar el Libro de Reservas de Hidrocarburos;
n. Participar en el Anuario Estadístico de Hidrocarburos;
o. Administrar el Registro de Hidrocarburos de los agentes de la cadena de comercialización;
p. Participar en el proceso de ratificación de los estándares de consumo energético;
q. Analizar y evaluar la información técnica, económica y financiera relacionada al Subsector Hidrocarburos;
r. Recopilar y participar en el procesamiento y análisis de la información estadística del Subsector Hidrocarburos;
s. Expedir resoluciones directorales en el ámbito del Subsector de Hidrocarburos;
t. Realizar las demás funciones que se le asigne.",,,,bd891889f0fbf4449c35f0f4,direccion general de hidrocarburos,Dirección General de Hidrocarburos
132,15100.0,18000.0,137_ministerio_de_energia_y_minas_minem_rof.pdf,rofs_peru/pdfs/137_ministerio_de_energia_y_minas_minem_rof.pdf,centralizada,Dirección General de Eficiencia Energética,Ministerio de Energía y Minas,Dirección General,Despacho Viceministerial de Electricidad,"Artículo 88.- La Dirección General de Eficiencia Energética es el órgano técnico normativo, encargado de proponer y evaluar la política de eficiencia energética y las energías renovables no convencionales, promover la formación de una cultura de uso racional y eficiente de la energía, así como, de conducir la planificación energética. Asimismo, es la encargada de proponer y expedir según sea el caso, la normatividad necesaria en el ámbito de su competencia. Depende del Despacho Viceministerial de Electricidad.

Artículo 89.- La Dirección de Autorizaciones de Comercialización y Transporte de Combustibles líquidos tiene las funciones y atribuciones siguientes:
a. Evaluar expedientes relacionados con los procesos de autorización de instalación, ampliación y/o modificación, registro de las actividades de procesamiento de hidrocarburos, almacenamiento, transporte y comercialización de combustible y otros productos derivados de los hidrocarburos.
b. Evaluar y emitir opinión para autorizar la instalación, ampliación y/o modificación y el uso y funcionamiento de refinerías y plantas de procesamiento de hidrocarburos.
c. Actualizar el Registro de Hidrocarburos en lo concerniente a las autorizaciones para la refinación, procesamiento de hidrocarburos, almacenamiento, transporte y comercialización de combustibles y otros productos derivados de los hidrocarburos.
d. Elaborar y publicar los listados de registros hábiles para la comercialización de los combustibles.
e. Evaluar y emitir opinión sobre los recursos de oposición y reconsideración a las autorizaciones otorgadas.
f. Emitir los informes y demás documentos que sustentan los proyectos de autorizaciones.
g. Evaluar las solicitudes de suspensión o cancelación en el Registro de Hidrocarburos y ejecutarlas en caso de ser procedentes.
h. Evaluar y aprobar las solicitudes de inscripción de uso de signo y color distintivos para cilindros de GLP.
i. Analizar y evaluar la información técnica, económica y financiera relacionada a las solicitudes de inscripción de los distribuidores mayoristas.
j. Evaluar las solicitudes de registro de especificaciones técnicas y autorizaciones para la comercialización de combustibles y otros productos derivados de los hidrocarburos.
k. Visar los cuadros del coeficiente Insumo-Producto en el proceso de reposición de mercancías en franquicia.
l. Prestar asesoramiento en el ámbito de su competencia.
m. Realizar las demás funciones que se le asigne.(1)(2)

(1) De conformidad con el, publicado el Artículo 1 del Decreto Supremo Nº 004-2010-EM 03 febrero 2010, se transfiere al OSINERGMIN el Registro de Hidrocarburos, a fin de que sea el organismo encargado de administrar, regular y simplificar el Registro de Hidrocarburos.
(2) Artículo modificado por el, publicado el Artículo 1 del Decreto Supremo Nº 026-2010-EM 28 mayo 2010, cuyo texto es el siguiente:
Son funciones de la Dirección General de Eficiencia Energética: “Artículo 89.-
a. Proponer la política del sector energético en concordancia con las políticas de desarrollo nacional.
b. Proponer la política de eficiencia energética, que incluya las medidas promocionales y regulatorias que sean necesarias en relación a la producción, transporte, transformación, distribución, comercialización de los recursos energéticos y el consumo en los sectores residencial, productivo, servicios, público y transporte; así como de las energías renovables;
c. Formular y proponer normas técnico legales relacionadas con el ámbito de su competencia:
d. Realizar diagnósticos de eficiencia energética para determinar el potencial existente y coordinar la realización del inventario de recursos renovables;
e. Promover la cultura del uso racional y eficiente de los recursos energéticos para impulsar el desarrollo sostenible del país;
f. Diseñar y proponer programas de Eficiencia Energética;
g. Impulsar el mercado de eficiencia energética y de las energías renovables;
h. Promover el desarrollo de programas de investigación científica y tecnológica aplicada al uso eficiente de la energía y las energías renovables;
i. Medir los resultados de las acciones de promoción de la eficiencia energética y las energías renovables;
j. Coordinar, supervisar y consolidar la recopilación de información estadística del sector energético, así como elaborar y mantener la base de datos correspondiente en coordinación con las Direcciones de Línea.
k. Analizar y evaluar la información técnica, económica y financiera, así como recopilar, procesar y analizar la información estadística vinculada a la eficiencia energética y las energías renovables y calcular de manera periódica los valores de los indicadores de eficiencia energética;
l. Formular el Plan Energético y los planes específicos que lo soporten y complementen;
m. Elaborar el Balance Energético
n. Conducir, promover y/o ejecutar las actividades encargadas al Ministerio de Energía y Minas mediante la Ley de Promoción del Uso Eficiente de la Energía y su Reglamento, en el ámbito de su competencia.
o. Realizar las demás funciones que se le asigne.”",,,,e386b879a8bff87c1cff8004,direccion general de eficiencia energetica,Dirección General de Eficiencia Energética
134,15300.0,18200.0,137_ministerio_de_energia_y_minas_minem_rof.pdf,rofs_peru/pdfs/137_ministerio_de_energia_y_minas_minem_rof.pdf,centralizada,Dirección General de Minería,Ministerio de Energía y Minas,Dirección General,Despacho Viceministerial de Minas,"Artículo 97.- La Dirección General de Minería es el órgano técnico normativo encargado de proponer y evaluar la política del Sector Minería; proponer y/o expedir, según sea el caso, la normatividad necesaria del Sector Minería; promover el desarrollo sostenible de las actividades de exploración y explotación, labor general, beneficio, comercialización y transporte minero; ejercer el rol concedente a nombre del Estado para el desarrollo de las actividades mineras, según le corresponda. Depende jerárquicamente del Viceministro de Minas.
Artículo 98.- La Dirección General de Minería tiene las funciones y atribuciones siguientes :
a. Proponer la política del Sector Minería en concordancia con las políticas de desarrollo sectorial y nacional;
b. Participar en la elaboración y evaluación del Plan Referencial de Minería y el Plan Sectorial de Desarrollo Minero;
c. Promocionar las inversiones en el Sector Minería;
d. Formular y proponer las normas técnicas y legales relacionadas con el Sector Minería, promoviendo el desarrollo sostenible y la tecnificación;
e. Evaluar la información técnica, económica y financiera relacionada al Sector Minería y administrar el Sistema de Información Minera;
f. Coordinar con la Dirección General de Asuntos Ambientales Mineros, INGEMMET, OSINERGMIN, así como con los Gobiernos Regionales, Gobiernos Locales y otras entidades públicas y privadas los asuntos relacionados con el desarrollo de las actividades sostenibles del Sector Minería;
g. Otorgar los títulos de concesiones de beneficio, labor general y transporte minero, así como aprobar sus modificaciones y autorizar la construcción de labores de acceso, ventilación y desagüe en concesiones mineras vecinas;
h. Administrar y distribuir el derecho de vigencia y penalidad;
i. Autorizar el inicio o reinicio de actividades minero metalúrgicas;
j. Otorgar los Certificados de Operación Minera y Autorizar el uso de ANFO y similares, bajo su competencia;
k. Aprobar los planes de minado y sus modificaciones bajo su competencia;
l. Autorizar las inscripciones en el Registro de Empresas Especializadas de Contratistas Mineros;
m. Resolver los procedimientos de extracción ilícita bajo su competencia;
n. Emitir opinión en las solicitudes de servidumbre minera;
o. Aprobar los Programas de Inversión y Estudios de Factibilidad para los Contratos de Garantías y Medidas de Promoción a la Inversión así como sus modificaciones y ejecuciones;
p. Aprobar Programas de Inversión en Exploración, sus modificaciones y ejecuciones, así como suscribir contratos de inversión en exploración para la devolución del IGV e IPM;
q. Calificar los Programas de Reinversión con cargo a Utilidades No Distribuidas;
r. Emitir opinión para la adquisición de propiedades mineras e inversiones por extranjeros en zona de frontera;
s. Aprobar la nómina de peritos mineros e imponer sanciones a los mismos en caso de incumplimiento a las normas que los rigen;
t. Resolver sobre los aspectos económicos y financieros del plan de cierre de minas y plan de cierre de pasivos ambientales mineros;
u. Otorgar los certificados de cumplimiento progresivo y final del plan de cierre de minas y de pasivos ambientales mineros;
v. Elaborar, actualizar y priorizar el inventario de pasivos ambientales mineros e identificar los responsables de los pasivos;
w. Aprobar la lista de impedidos de efectuar petitorios mineros, teniendo como referencia la aprobación de la ejecución del cierre de pasivos ambientales;
x. Disponer visitas de verificación en zonas donde se realicen actividades mineras;
y. Conceder recursos impugnativos y declarar la nulidad; así como resolver recursos administrativos bajo su competencia;
z. Imponer sanciones en los temas de su competencia;
aa. Expedir resoluciones directorales en el ámbito del Sector Minería;
bb. Realizar las demás funciones que le asignen.",,,,31e300788730913a1e734e13,direccion general de mineria,Dirección General de Minería
135,15400.0,18300.0,137_ministerio_de_energia_y_minas_minem_rof.pdf,rofs_peru/pdfs/137_ministerio_de_energia_y_minas_minem_rof.pdf,centralizada,Dirección General de Formalización Minera,Ministerio de Energía y Minas,Dirección General,Despacho Viceministerial de Minas,"a. Proponer y evaluar la política sobre formalización minera en concordancia con las políticas sectoriales y nacionales; y en coordinación con la Dirección General de Minería.
b. Monitorear las acciones relacionadas con la formalización minera.
c. Mejorar, proponer y expedir la normatividad relacionada con la formalización de las actividades mineras.
d. Mantener actualizado el registro nacional de declaraciones de compromiso.
e. Evaluar las solicitudes de Calificación como Pequeño Productor Minero y Productor Minero Artesanal y emitir las constancias de acreditación respectivas.
f. Fortalecer la gestión de los gobiernos regionales a través de la capacitación y asistencia técnica a las direcciones regionales de energía y minas o los que hagan sus veces.
g. Promover la aplicación de mejores estándares de operación y la innovación tecnológica en la pequeña minería y minería artesanal.
h. Promover la participación de la cooperación técnica internacional en el proceso de formalización de la minería artesanal, de acuerdo con la normatividad aplicable.
i. Participar en la implementación de la Estrategia Nacional para la Interdicción de la Minería Ilegal, coadyuvando la intervención planificada y conjunta de todas las entidades competentes del Poder Ejecutivo y de los diferentes niveles de gobierno en las acciones de interdicción contra la minería ilegal.
j. Elaborar indicadores para verificar los avances en materia de lucha contra la minería ilegal y en el proceso de formalización de la minería a pequeña escala.
k. Coordinar con los Gobiernos Regionales el acopio de la documentación necesaria para la realización de operativos de interdicción.
l. Expedir Resoluciones, directivas, manuales y otras normas en materias de su competencia, o las que le hayan sido delegadas.
m. Emitir opinión previa favorable para la autorización de inicio/reinicio de actividades de exploración, explotación y/o beneficio de minerales en el ámbito del proceso de formalización minera, en los casos que corresponda, de acuerdo a la normatividad vigente.
n. Realizar las demás funciones que le asignen.",,,,475e353aebdaa5bfb9e02bc4,direccion general de formalizacion minera,Dirección General de Formalización Minera
136,15500.0,18400.0,137_ministerio_de_energia_y_minas_minem_rof.pdf,rofs_peru/pdfs/137_ministerio_de_energia_y_minas_minem_rof.pdf,centralizada,Dirección General de Promoción y Sostenibilidad Minera,Ministerio de Energía y Minas,Dirección General,Despacho Viceministerial de Minas,"a.Proponer, desarrollar, implementar y evaluar las políticas y normas del subsector minero; así como emitir lineamientos, planes y estrategias que se deriven de estos en el ámbito de su competencia; b.Diseñar, conducir y ejecutar los procesos de promoción de la inversión del subsector minero, bajo el ámbito de su competencia; c.Promover y garantizar la inversión sostenible, así como, identificar nuevos proyectos en el subsector minero; d.Desarrollar estudios, investigaciones y diagnósticos, difundir y promover conocimientos sobre temas de promoción y sostenibilidad minera, así como, sistematizar y procesar la información vinculada; e.Establecer, desarrollar y promover acciones de articulación intersectoriales, que permitan diseñar estrategias para la promoción y sostenibilidad minera; f.Proponer mecanismos de articulación que coadyuven la tramitación oportuna de los permisos, licencias, autorizaciones y demás trámites que se requieran para viabilizar los proyectos mineros; g.Fomentar la innovación tecnológica en el subsector minero, en coordinación con las Entidades competentes; h.Emitir opinión técnica sobre la aprobación de los Programas de Inversión y Estudios de Factibilidad para los Contratos de Garantías y Medidas de Promoción a la Inversión así como sus modificaciones y ejecuciones, en coordinación con la Dirección General de Minería; i.Emitir opinión técnica sobre la aprobación de los Programas de Inversión en Exploración, sus modificaciones y ejecuciones, así como la suscripción de los contratos de inversión en exploración para la devolución del IGV e IPM, en coordinación con la Dirección General de Minería; j.Emitir resoluciones directorales en el ámbito de su competencia; k.Emitir opiniones sobre proyectos normativos del subsector minero; l.Emitir opinión técnica en las materias de su competencia; y, m.Otras funciones que le asigne el despacho Viceministro de Minas y aquellas que le sean dadas por normativa expresa.",,,,75c4363344f9e77d061c707f,direccion general de promocion y sostenibilidad minera,Dirección General de Promoción y Sostenibilidad Minera
137,15600.0,18500.0,137_ministerio_de_energia_y_minas_minem_rof.pdf,rofs_peru/pdfs/137_ministerio_de_energia_y_minas_minem_rof.pdf,centralizada,Dirección General de Asuntos Ambientales Mineros,Ministerio de Energía y Minas,Dirección General,Despacho Viceministerial de Minas,"a. Proponer la política de conservación y protección del medio ambiente en el desarrollo sostenible de las actividades mineras, en concordancia con las políticas de desarrollo sostenible sectorial y nacional;
b. Formular, proponer y aprobar, cuando corresponda, las normas técnicas y legales relacionadas con la conservación y protección del medio ambiente;
c. Normar la evaluación de impactos ambientales derivados de las actividades del Sector;
d. Atender, evaluar y emitir opinión sobre las denuncias referidas a las funciones a cargo de la Dirección General;
e. Calificar y autorizar a instituciones públicas y privadas para que elaboren estudios ambientales sobre las actividades mineras;
f. Promover estudios e investigaciones de carácter ambiental;
g. Evaluar y aprobar los estudios ambientales y sociales;
h. Promover áreas de conservación ambiental minera y la remediación de áreas con pasivos ambientales mineros;
i. Aprobar guías técnicas ambientales y sociales;
j. Participar y dirigir talleres y audiencias públicas relacionadas con los estudios ambientales del Sector Minería presentados al Ministerio de Energía y Minas;
k. Elaborar y promover programas de protección ambiental y de desarrollo sostenible en coordinación con la Dirección General de Minería, Gobiernos Regionales, Gobiernos Locales, empresas del Sector y otras instituciones públicas y privadas;
l. Asesorar a la Alta Dirección en asuntos ambientales referidos con las actividades del Sector Minería;
m. Promover los proyectos y analizar las solicitudes de Cooperación Internacional vinculada con los asuntos ambientales mineros, en coordinación con la Agencia Peruana de Cooperación Internacional (APCI);
n. Promover programas de entrenamiento y capacitación sobre temas ambientales, en el país o en el extranjero, tanto en el Sector Público como en el Privado;
o. Participar en el procesamiento y análisis de la información sobre las acciones de conservación y protección del medio ambiente en el ámbito de la actividad minera;
p. Expedir resoluciones directorales en el ámbito de su competencia;
q. Informar y opinar sobre asuntos de su competencia;
r. Realizar las demás funciones que se le asignen.",,,,1ce1184d725640c82317ec69,direccion general de asuntos ambientales mineros,Dirección General de Asuntos Ambientales Mineros
138,15700.0,18600.0,139_ministerio_de_la_produccion_produce_rof.pdf,rofs_peru/pdfs/139_ministerio_de_la_produccion_produce_rof.pdf,centralizada,Despacho Viceministerial de Pesca y Acuicultura,Ministerio de la Producción,Viceministerio,,"El/la Viceministro/a de Pesca y Acuicultura, por encargo de el/la Ministro/a de la Producción, ejerce las siguientes funciones:
a) Formular, coordinar, ejecutar y supervisar la política de desarrollo de pesca y acuicultura, de conformidad con la respectiva política nacional;
b) Proponer planes nacionales y sectoriales, programas y proyectos, para el desarrollo de la pesca y acuicultura, en el marco de la Política Nacional y Sectorial de Pesca y Acuicola, respectivamente;
c) Proponer o aprobar normas, lineamientos y estrategias, entre otros, sobre el desarrollo sostenible de las actividades de pesca y de acuicultura en el marco de sus competencias;
d) Proponer o aprobar normas y lineamientos para el funcionamiento y supervisión del Sistema Nacional de Acuicultura – SINACUi; así como para controlar y velar por el cumplimiento de las obligaciones vinculadas a la acuicultura;
e) Coordinar, orientar y supervisar las actividades que desarrollan los órganos y programas del Ministerio, bajo su competencia y los organismos públicos adscritos, del subsector pesca y subsector acuicultura;
f) Ejercer las funciones de autoridad de administración y ejecución para el acceso a los recursos genéticos de origen hidrobiológico, en el marco de la normatividad vigente y en coordinación con el ente rector y otras autoridades sectoriales competentes en la materia;
g) Ejercer la función de autoridad administrativa CITES para los especímenes de las especies hidrobiológicas marinas y continentales;
h) Formular y supervisar la normatividad y otros instrumentos en el uso de la biotecnología y recursos hidrobiológicos, de conformidad con las políticas y planes sectoriales y nacionales, respectivamente, y sistemas funcionales, en el marco de la normativa vigente;
i) Proponer o aprobar normas, lineamientos y directivas nacionales y sectoriales, acerca de la introducción de especies hidrobiológicas con fines de acuicultura, en el marco de la normativa nacional y de los acuerdos internacionales, en coordinación con el Ministerio de Relaciones Exteriores, según corresponda;
j) Promover la investigación, el desarrollo tecnológico y la innovación en acuicultura;
k) Impulsar programas, proyectos y acciones para fortalecer la cadena productiva en materia acuícola;
l) Promover el diseño y desarrollo de mercados y actividades productivas vinculadas al ámbito pesquero y acuícola, generando una mayor competitividad, inversión e inclusión social;
m) Promover la constitución y formación de alianzas público - privadas para incentivar la inversión en mercados orientados al desarrollo pesquero y acuícola, en el marco de la normativa vigente;
n) Promover el consumo de recursos hidrobiológicos y de aquellos derivados con valor agregado;
o) Supervisar la aplicación de las normas para la lucha contra la pesca ilegal no declarada y no reglamentada, en coordinación con las autoridades competentes, cuando corresponda;
p) Establecer estrategias para la prevención, neutralización y solución de conflictos, en coordinación con los otros niveles de gobierno y la sociedad civil;
q) Emitir Resoluciones Viceministeriales en el ámbito de sus competencias;
r) Aprobar, suscribir, ejecutar y supervisar, cuando corresponda, convenios, acuerdos, actas, entre otros, interinstitucionales en las materias de sus competencias;
s) Representar al Ministerio por delegación de el/la Ministro/a o por mandato legal expreso;
t) Otras funciones que le delegue el/la Ministro/a y aquellas que le corresponda por normativa expresa.",,,,c9484a6940745795539885fa,despacho viceministerial de pesca y acuicultura,Despacho Viceministerial de Pesca y Acuicultura
139,15800.0,18700.0,139_ministerio_de_la_produccion_produce_rof.pdf,rofs_peru/pdfs/139_ministerio_de_la_produccion_produce_rof.pdf,centralizada,Despacho Viceministerial de MYPE e Industria,Ministerio de la Producción,Viceministerio,,"El Despacho Viceministerial de MYPE e Industria está a cargo de el/la Viceministro/a de MYPE e Industria, quien es la autoridad inmediata al/a la Ministro/a de la Producción en materia de normalización industrial, calidad, ordenamiento de productos fiscalizados, promoción y fomento de la actividad industrial, cooperativas, MYPE y comercio interno.

El/la Viceministro/a de MYPE e Industria, por encargo del/la Ministro/a de la Producción, ejerce las siguientes funciones:

a) Formular, coordinar, ejecutar y supervisar la política de desarrollo productivo para la MYPE, industria, cooperativas y comercio interno, así como para la innovación productiva para los Centros de Innovación Productiva y Transferencia Tecnológica, de conformidad con la respectiva política nacional;

b) Proponer planes nacionales y sectoriales, programas y proyectos, así como las estrategias e instrumentos para su implementación, en el marco de la Política Nacional y Sectorial de Desarrollo Productivo;

c) Proponer o aprobar normas, lineamientos, directivas, entre otros, de alcance nacional sobre el desarrollo de las actividades vinculadas a la industria, MYPE, cooperativas y comercio interno, así como de las cadenas productivas, conglomerados, clúster, parques, áreas, zonas y espacios industriales, entre otros, vinculados al desarrollo industrial y productivo, en el ámbito de sus competencias;

d) Promover la inversión privada a nivel descentralizado para el desarrollo productivo, a través de asociaciones público - privadas, entre otros, en el marco la normativa vigente;

e) Proponer o aprobar medidas para promover el comercio interno y las inversiones vinculadas al mismo, simplificando las cadenas de comercialización; así como orientar y facilitar la organización del comercio interno en cadenas productivas;

f) Coordinar, orientar y supervisar las actividades que desarrollan los órganos y programas del Ministerio, bajo su competencia y los organismos públicos adscritos del sub sector MYPE y sub sector Industria y comercio interno;

g) Proponer las políticas, lineamientos y normas para la innovación productiva y transferencia tecnológica;

h) Promover la innovación productiva y la transferencia tecnológica, así como fomentar alianzas tecnológicas dentro y fuera del país; la constitución y el desarrollo de Centros de Innovación Tecnológica - CITE, de conformidad con las políticas nacionales y sectoriales, los sistemas funcionales y el marco normativo vigente, en el ámbito de sus competencias;

i) Promover el diseño y desarrollo de mercados y actividades productivas vinculadas al ámbito pesquero y acuícola, generando una mayor competitividad, inversión e inclusión social;

j) Promover la constitución y formación de alianzas público - privadas para incentivar la inversión en mercados orientados al desarrollo pesquero y acuícola, en el marco de la normativa vigente;

k) Promover el consumo de recursos hidrobiológicos y de aquellos derivados con valor agregado;

l) Supervisar la aplicación de las normas para la lucha contra la pesca ilegal no declarada y no reglamentada, en coordinación con las autoridades competentes, cuando corresponda;

m) Establecer estrategias para la prevención, neutralización y solución de conflictos, en coordinación con los otros niveles de gobierno y la sociedad civil;

n) Emitir Resoluciones Viceministeriales en el ámbito de sus competencias;

o) Aprobar, suscribir, ejecutar y supervisar, cuando corresponda, convenios, acuerdos, actas, entre otros, interinstitucionales en las materias de sus competencias;

p) Representar al Ministerio por delegación de el/la Ministro/a o por mandato legal expreso;

q) Otras funciones que le delegue el/la Ministro/a y aquellas que le corresponda por normativa expresa;",,,,88a72c1a4330e09106242baa,despacho viceministerial de mype e industria,Despacho Viceministerial de MYPE e Industria
140,15900.0,18800.0,139_ministerio_de_la_produccion_produce_rof.pdf,rofs_peru/pdfs/139_ministerio_de_la_produccion_produce_rof.pdf,centralizada,Dirección General de Políticas y Análisis Regulatorio en Pesca y Acuicultura,Ministerio de la Producción,Dirección General,Despacho Viceministerial de Pesca y Acuicultura,"Proponer políticas, normas, lineamientos y estrategias para el desarrollo sostenible de la pesca y la acuicultura; evaluar propuestas normativas y regulatorias; emitir opiniones técnicas; analizar el impacto regulatorio; coordinar convenios e instrumentos interinstitucionales; y administrar derechos, registros o resoluciones dentro de su competencia en pesca y acuicultura.",,,,575ad5b2cf14d91cca840e64,direccion general de politicas y analisis regulatorio en pesca y acuicultura,Dirección General de Políticas y Análisis Regulatorio en Pesca y Acuicultura
141,16000.0,18900.0,139_ministerio_de_la_produccion_produce_rof.pdf,rofs_peru/pdfs/139_ministerio_de_la_produccion_produce_rof.pdf,centralizada,Dirección General de Pesca Industrial,Ministerio de la Producción,Dirección General,Despacho Viceministerial de Pesca y Acuicultura,"Conducir, proponer, implementar y evaluar políticas, normas, planes, programas y acciones vinculadas con la actividad pesquera industrial; gestionar y otorgar derechos administrativos en su ámbito; emitir opiniones técnicas y resoluciones; promover el aprovechamiento sostenible de recursos hidrobiológicos en actividades industriales; y coordinar con entidades públicas y privadas en materias de pesca industrial.",,,,e074e6022c9506bd5e30e423,direccion general de pesca industrial,Dirección General de Pesca Industrial
142,16100.0,19000.0,139_ministerio_de_la_produccion_produce_rof.pdf,rofs_peru/pdfs/139_ministerio_de_la_produccion_produce_rof.pdf,centralizada,Dirección General de Pesca Artesanal,Ministerio de la Producción,Dirección General,Despacho Viceministerial de Pesca y Acuicultura,"La Dirección General de Pesca Artesanal es el órgano de línea, técnico responsable de promover e implementar, en el marco de la política nacional y sectorial, medidas de ordenamiento, formalización e innovación productiva para el desarrollo de la actividad pesquera artesanal y pesca deportiva, así como en materia de gestión empresarial de la infraestructura pesquera artesanal, velando por el aprovechamiento sostenible de los recursos hidrobiológicos.

Depende del Despacho Viceministerial de Pesca y Acuicultura.

Funciones de la Dirección General de Pesca Artesanal:

a) Presentar a la Dirección General de Políticas y Análisis Regulatorio en Pesca y Acuicultura propuestas de normas, lineamientos, reglamentos, entre otros, que promuevan el desarrollo sostenible, la competitividad y la innovación productiva de la pesca artesanal y pesca deportiva, en el marco de sus competencias;

b) Establecer mecanismos de coordinación con los organismos públicos adscritos, y con los diferentes niveles de gobierno y agentes vinculados, para promover el desarrollo sostenible de las actividades de pesca artesanal y pesca deportiva, en el marco de las políticas nacionales y sectoriales;

c) Presentar propuestas de normas para el funcionamiento y fortalecimiento del Sistema de Formalización Pesquera Artesanal (SIFORPA) y generar los mecanismos y medios de articulación;

d) Formular proyectos, programas y estrategias que promuevan la formalización y la competitividad de las actividades pesqueras artesanales y la pesca deportiva;

e) Otorgar certificación para personas naturales o jurídicas dedicadas a la actividad pesquera artesanal y pesca deportiva; así como expedir constancia de inscripción de organizaciones sociales de pescadores, armadores y procesadores artesanales, y la renovación de sus juntas directivas, cuyas actividades son de alcance nacional;

f) Otorgar, suspender o caducar, previa evaluación, permisos, licencias u otro título habilitante, relacionados con las actividades de pesca artesanal y pesca deportiva, en el marco de la normativa vigente y en el ámbito de sus competencias;

g) Organizar y actualizar los registros administrativos nacionales para el desarrollo de la pesca artesanal y sus actividades y de la pesca deportiva; así como para la gestión y operación de la infraestructura pesquera artesanal;

h) Promover el acceso de los pescadores y procesadores artesanales a los servicios de salud, seguridad social y otros, para mejorar su calidad de vida, en coordinación con las entidades competentes;

i) Proponer mecanismos para la generación de información de las actividades pesqueras artesanales y de la pesca deportiva;

j) Promover acciones para la innovación productiva en la pesca artesanal en coordinación con las entidades competentes;

k) Formular o aprobar normas, lineamientos y directivas nacionales y sectoriales, acerca de la introducción de especies hidrobiológicas con fines de acuicultura, en el marco de la normativa nacional y de los acuerdos internacionales, en coordinación con el Ministerio de Relaciones Exteriores, según corresponda;

l) Proponer o aprobar normas, lineamientos, reglamentos, entre otros, en las materias de extracción pesquera artesanal y pesca deportiva;

m) Formular modelos de gestión para la infraestructura pesquera artesanal, en coordinación con los organismos públicos adscritos al Ministerio y los otros niveles de gobierno;

n) Evaluar y brindar asistencia técnica a la gestión administrativa de la infraestructura pesquera artesanal;

o) Organizar y actualizar el Registro de las Organizaciones Sociales de Pescadores, Procesadores y Armadores Artesanales cuyas actividades son de alcance nacional, así como la renovación de sus juntas directivas;

p) Organizar y actualizar los registros administrativos nacionales para la gestión y operación de la infraestructura pesquera artesanal;

q) Emitir opinión en el marco de sus competencias.",,,,cdb13628305b240451ffc97b,direccion general de pesca artesanal,Dirección General de Pesca Artesanal
